id,player_name
1286,Courtney Fortson
1287,Diamon Simpson
1288,Jonny Flynn
1289,Craig Smith
1290,Anthony Parker
1291,D.J. Kennedy
1292,Michael Redd
1293,Kyrylo Fesenko
1294,Walker Russell
1295,Earl Boykins
1296,Rudy Fernández
1297,Semih Erden
1298,Dennis Horner
1299,Eduardo Nájera
1300,Keith Benson
1301,Edwin Ubiles
1302,Jerry Smith
1303,Eric Dawson
1304,Andrés Nocioni
1305,Jeff Foote
1306,Jeff Foster
1307,Jason Kapono
1308,Mehmet Okur
1309,Ryan Reid
1310,T.J. Ford
1311,Anthony Carter
1312,Francisco Elson
1313,Andre Emmett
1314,Renaldo Balkman
1315,Carldell Johnson
1316,Josh Davis
1317,Mychel Thompson
1318,Larry Hughes
1319,Larry Owens
1320,Trey Johnson
1321,Darington Hobson
1322,Ike Diogu
1323,Garret Siler
1324,Brian Skinner
1325,Peja Stojaković
1326,Eddie House
1327,Zydrunas Ilgauskas
1328,Leon Powe
1329,Pape Sy
1330,Nenad Krstić
1331,Carlos Arroyo
1332,Shaquille O'Neal
1333,Joe Smith
1334,Antonio McDyess
1335,Didier Ilunga-Mbenga
1336,Patrick Ewing
1337,Malik Allen
1338,Antonio Daniels
1339,Theo Ratliff
1340,Etan Thomas
1341,Stephen Graham
1342,Mario West
1343,Willie Warren
1344,Julian Wright
1345,Zabian Dowdell
1346,James Posey
1347,Darius Songaila
1348,Derrick Caracter
1349,Darnell Jackson
1350,Jermaine Taylor
1351,Eugene Jeter
1352,Marqus Blakely
1353,Al Thornton
1354,Charlie Bell
1355,Joey Graham
1356,Kyle Weaver
1357,David Andersen
1358,Acie Law
1359,Quinton Ross
1360,Jarron Collins
1361,Luther Head
1362,Marcus Cousin
1363,Andy Rautins
1364,Jason Williams
1365,Rodney Carney
1366,Sean Marks
1367,Sherron Collins
1368,Orien Greene
1369,Gani Lawal
1370,Ime Udoka
1371,Ronald Dupree
1372,Jawad Williams
1373,Morris Peterson
1374,Antoine Wright
1375,Pops Mensah-Bonsu
1376,Marcus Banks
1377,Yao Ming
1378,Maurice Ager
1379,Fabricio Oberto
1380,Michael Finley
1381,Adam Morrison
1382,Anthony Johnson
1383,Randolph Morris
1384,Primož Brezec
1385,Kevin Ollie
1386,Ronald Murray
1387,Chris Richard
1388,Devin Brown
1389,Travis Diener
1390,Chris Hunter
1391,Devean George
1392,Oliver Lafayette
1393,Mardy Collins
1394,Alexander Johnson
1395,Chucky Atkins
1396,Oleksiy Pecherov
1397,J.R. Giddens
1398,Jonathan Bender
1399,Rasho Nesterović
1400,Patrick O'Bryant
1401,Josh Boone
1402,Trenton Hassell
1403,Yakhouba Diawara
1404,Kenny Hasbrouck
1405,Marcus Williams
1406,Cedric Jackson
1407,Sean May
1408,Malik Hairston
1409,Jarvis Hayes
1410,Taylor Griffin
1411,Adonal Foyle
1412,Joe Alexander
1413,Nathan Jawai
1414,Alando Tucker
1415,Antonio Anderson
1416,Steven Hunter
1417,Marcus Landry
1418,Rafer Alston
1419,Allen Iverson
1420,Javaris Crittenton
1421,Ricky Davis
1422,Lindsey Hunter
1423,Jason Hart
1424,Coby Karl
1425,Speedy Claxton
1426,Tim Thomas
1427,JamesOn Curry
1428,Marcus Haislip
1429,Kenny Thomas
